Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
1250000,950,125,3,4,1,2,1,0,1,0,Brooklin
950000,770,70,2,2,1,1,1,0,1,0,Brooklin
640000,850,72,2,2,1,1,1,0,0,0,Brooklin
1000000,1500,121,3,4,1,3,1,1,1,0,Brooklin
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin
750000,950,94,3,4,1,2,1,0,1,0,Brooklin
954000,1180,100,3,4,3,2,1,0,1,0,Brooklin
1180000,0,125,3,4,3,2,1,0,1,1,Brooklin
2790000,1650,225,4,4,3,4,1,0,1,0,Brooklin
555000,492,41,1,2,1,1,1,0,1,0,Brooklin
440000,450,34,1,2,1,1,1,1,1,0,Brooklin
847000,1020,83,3,3,1,2,1,0,1,0,Brooklin
1340000,1050,105,2,3,2,2,1,0,1,0,Brooklin
1100000,1700,92,3,3,1,2,1,1,1,0,Vila Olimpia
1400000,800,83,2,3,2,2,1,0,1,0,Vila Olimpia
1650000,1500,136,2,5,2,2,1,0,1,0,Vila Olimpia
1195000,700,76,2,2,1,2,1,0,0,0,Vila Olimpia
1200000,840,96,3,3,1,2,0,0,1,0,Vila Olimpia
1950000,1500,111,3,4,1,2,0,0,1,0,Vila Olimpia
3700000,2100,210,4,7,3,3,1,1,1,0,Vila Olimpia
1100000,786,94,3,2,1,1,0,0,1,0,Vila Olimpia
1155805,0,82,2,3,2,2,0,0,0,0,Vila Olimpia
780000,0,85,3,2,1,1,0,0,0,0,Vila Olimpia
1485000,1058,127,3,3,1,2,1,1,1,0,Vila Olimpia
2400000,1600,138,3,5,3,2,1,0,1,0,Vila Olimpia
1950000,500,136,3,5,3,3,1,0,1,0,Vila Olimpia
807000,1488,105,3,3,1,1,1,0,0,0,Vila Olimpia
2650000,0,206,4,1,4,3,0,0,0,0,Vila Olimpia
1162756,0,95,3,3,1,2,1,0,1,0,Vila Olimpia
1600000,0,112,3,3,1,2,1,0,1,0,Vila Olimpia
775000,937,98,3,2,1,1,0,0,0,0,Vila Olimpia
8000000,0,278,4,5,3,5,1,0,1,0,Vila Olimpia
350000,972,33,1,2,1,1,1,1,1,0,Vila Olimpia
8039200,0,278,4,7,4,4,1,1,1,0,Vila Olimpia
590000,500,51,1,2,1,1,0,1,0,0,Vila Olimpia
590000,500,51,1,2,1,1,0,1,0,0,Vila Olimpia
1360000,0,115,3,4,3,2,1,0,1,0,Vila Olimpia
1780000,2500,164,4,4,3,3,1,1,1,0,Vila Olimpia
1106996,0,48,1,2,1,2,1,0,1,0,Vila Olimpia
1053000,1729,60,2,2,1,1,0,1,1,0,Vila Olimpia
1250000,729,81,2,3,2,2,1,0,1,0,Vila Olimpia
610000,761,53,1,2,1,1,1,0,0,0,Vila Olimpia
1297500,950,173,4,4,3,3,1,0,1,1,Mooca
2180000,1500,221,4,4,3,4,1,0,1,0,Mooca
940000,0,112,3,2,1,2,0,0,0,0,Mooca
900000,800,120,3,3,2,3,0,1,1,0,Mooca
880000,650,102,3,2,1,2,0,0,1,0,Mooca
970000,701,126,3,4,3,2,0,1,1,0,Mooca
699000,850,89,3,2,1,2,0,0,0,0,Mooca
635000,920,98,3,2,1,2,0,0,1,0,Mooca
915000,756,30,3,1,0,2,0,1,1,0,Mooca
550000,780,80,3,2,1,2,0,0,1,0,Mooca
365000,900,51,1,1,0,1,0,1,1,0,Mooca
423500,950,90,3,2,0,2,0,0,0,0,Mooca
750000,760,107,3,2,1,2,0,1,0,0,Mooca
620000,0,83,3,2,1,1,0,0,1,0,Mooca
800000,1200,120,4,2,1,2,0,0,1,0,Mooca
540000,600,50,2,2,1,1,0,0,1,0,Mooca
920000,900,112,3,2,1,2,0,0,1,0,Mooca
713990,530,86,2,2,1,1,0,0,0,0,Mooca
745000,750,92,3,2,1,2,0,0,1,0,Mooca
435000,0,52,2,1,0,1,1,0,1,1,Mooca
990000,990,118,3,4,3,2,1,0,1,0,Mooca
460000,600,63,2,2,1,1,0,0,1,0,Mooca
705000,0,132,3,2,1,1,0,0,0,0,Mooca
399000,550,60,2,2,1,1,0,0,1,0,Mooca
850000,700,110,3,4,1,2,1,0,1,0,Mooca
530000,1300,107,2,2,1,1,0,0,0,0,Mooca
425000,450,64,2,2,1,2,1,0,1,0,Mooca
900000,970,112,3,2,1,2,0,0,1,0,Mooca
526000,400,70,2,2,1,1,0,0,1,0,Mooca
495000,0,60,2,2,1,2,0,0,1,0,Mooca
350000,600,79,2,1,0,1,0,0,0,0,Mooca
1000000,820,122,3,3,2,2,0,0,1,0,Mooca
636000,0,74,2,2,1,2,0,0,1,0,Mooca
420000,0,63,2,1,0,1,1,0,0,0,Mooca
459400,0,68,3,2,1,1,1,0,1,1,Mooca
670000,1480,110,3,2,1,2,0,0,1,0,Mooca
827900,0,109,3,4,3,2,0,0,1,0,Mooca
270000,250,35,1,2,1,1,0,0,1,0,Mooca
999000,1800,190,2,3,2,3,0,0,1,0,Mooca
560000,750,110,2,1,0,1,0,1,0,0,Mooca
550000,770,80,3,2,1,2,0,1,1,0,Mooca
531000,505,70,2,2,1,1,1,0,1,1,Mooca
550000,500,63,2,2,1,2,1,0,1,0,Mooca
689900,500,86,3,2,1,1,0,0,1,0,Mooca
620000,638,76,3,2,1,2,0,1,1,0,Mooca
410000,360,63,3,2,1,1,0,1,1,0,Mooca
229310,480,60,2,1,0,1,1,0,0,0,Mooca
580000,1368,125,3,2,1,1,0,0,1,0,Mooca
270000,300,77,2,1,0,1,1,0,0,0,Mooca
490245,550,65,2,2,1,1,0,0,1,0,Mooca
530000,0,68,2,2,1,2,0,0,0,0,Mooca
320000,740,55,2,1,0,1,0,0,1,0,Mooca
480000,0,72,3,1,0,1,1,0,0,0,Mooca
1408000,1600,108,2,3,2,2,0,0,0,0,Brooklin
579000,390,63,2,2,1,1,0,0,1,0,Brooklin
670000,790,63,2,2,1,2,0,0,1,0,Brooklin
540000,1000,75,2,1,0,1,0,0,0,0,Brooklin
1400000,1200,125,3,4,3,3,0,0,1,0,Brooklin
980000,1200,83,1,2,1,1,0,1,1,0,Brooklin
870000,900,97,3,2,1,1,0,0,1,0,Brooklin
1800000,2090,158,2,3,2,2,0,0,1,0,Brooklin
1400000,1850,152,3,3,2,3,0,0,1,0,Brooklin
640000,880,59,2,2,1,1,0,0,1,0,Brooklin
1300000,1900,136,3,3,2,3,0,0,1,0,Brooklin
926012,700,79,2,2,1,2,0,0,0,0,Brooklin
1260545,1500,105,3,4,3,2,1,0,0,0,Brooklin
1198000,1450,119,2,2,1,2,0,0,1,0,Brooklin
585000,900,50,1,2,1,1,0,0,1,0,Brooklin
1259000,850,80,2,2,1,1,0,0,1,0,Brooklin
1770000,2800,180,4,3,2,4,0,0,1,0,Brooklin
980862,0,100,3,2,1,2,0,0,1,0,Brooklin
2109500,3400,315,4,6,4,4,0,0,1,0,Brooklin
1300000,1200,139,4,2,1,1,0,0,1,0,Brooklin
800000,1481,76,2,2,1,2,1,0,0,0,Brooklin
1950000,1600,138,2,3,2,2,0,0,0,0,Brooklin
1462500,900,128,3,4,3,3,0,0,1,0,Brooklin
1380000,0,184,3,2,1,2,1,0,0,0,Brooklin
1200000,2217,121,3,2,1,3,0,0,0,0,Brooklin
592617,0,65,2,2,1,1,1,0,1,1,Brooklin
1950000,2600,210,3,2,1,2,0,0,0,0,Brooklin
1300000,1800,169,3,4,3,2,0,0,0,0,Brooklin
850000,1680,116,3,2,1,2,0,0,1,0,Brooklin
620000,870,62,2,2,1,1,0,0,1,0,Brooklin
1070000,1000,93,2,2,1,2,0,0,1,0,Brooklin
2239000,1490,167,3,4,3,3,0,0,1,0,Brooklin
1890000,1442,178,4,4,3,3,0,0,1,0,Brooklin
1500000,1400,98,2,2,1,2,0,1,1,0,Brooklin
1500000,0,140,3,3,2,2,0,0,1,0,Brooklin
2700000,0,180,2,3,2,2,0,1,0,0,Brooklin
3150000,0,210,4,4,3,3,1,1,0,0,Brooklin
1500000,650,184,3,2,1,2,0,0,0,0,Brooklin
636000,850,65,2,1,0,1,0,0,0,0,Brooklin
1800000,2800,180,4,4,3,3,0,0,1,0,Brooklin
3460000,2200,240,3,4,3,4,0,0,1,0,Brooklin
2150000,1580,178,3,4,3,3,0,0,1,0,Brooklin
580000,0,70,2,2,0,1,0,0,0,0,Brooklin
2350000,1625,178,2,3,2,3,1,0,1,0,Brooklin
640000,750,67,3,2,1,1,0,0,0,0,Brooklin
2400000,1580,178,3,4,3,3,1,0,1,0,Brooklin
3200000,2300,226,4,5,4,4,0,0,1,0,Brooklin
1550000,0,158,4,4,3,3,0,0,1,0,Brooklin
885000,760,72,2,2,1,2,0,0,1,0,Brooklin
1350000,1700,170,4,4,3,2,0,0,1,0,Brooklin
1800000,0,196,4,3,2,3,0,0,0,0,Brooklin
2660000,0,150,3,4,3,3,0,1,1,0,Brooklin
800000,0,95,3,3,2,2,0,0,1,0,Brooklin
1700000,1200,121,2,2,1,2,0,0,1,0,Brooklin
1400000,2630,96,2,3,2,2,0,1,1,0,Brooklin
3600000,0,238,4,4,3,4,0,0,1,0,Brooklin
980000,1300,115,3,2,1,1,1,0,0,0,Brooklin
1290000,2527,187,3,2,1,2,0,0,0,0,Brooklin
2100000,0,148,3,4,3,2,0,0,1,0,Brooklin
1900000,1100,134,3,4,3,3,0,0,1,0,Brooklin
960000,1300,75,2,2,1,1,0,0,0,0,Brooklin
2400000,2850,198,4,4,3,1,0,0,1,0,Brooklin
1050000,0,119,3,2,1,2,1,0,0,0,Brooklin
1950000,1500,172,3,4,3,3,1,0,1,0,Brooklin
3600000,0,236,4,4,3,4,0,0,1,0,Brooklin
530000,400,49,1,2,1,1,0,0,0,0,Brooklin
530000,400,49,1,2,1,1,0,0,0,0,Brooklin
1200000,1048,77,1,2,1,2,0,1,1,0,Brooklin
1500000,0,140,3,2,1,3,0,0,1,0,Brooklin
1600000,0,162,3,4,3,3,0,0,1,0,Brooklin
1700000,0,216,4,3,2,3,0,0,0,0,Brooklin
1900000,1050,227,3,4,3,3,0,0,1,0,Brooklin
1906000,1600,138,2,3,2,2,0,0,1,0,Brooklin
1900000,0,131,2,3,2,2,0,1,1,0,Brooklin
1600000,1400,99,2,2,1,2,0,1,0,0,Brooklin
759000,0,103,4,4,2,2,1,0,1,0,Barra Funda
449999,500,55,2,2,1,1,0,0,0,0,Barra Funda
194900,240,31,1,2,1,1,1,0,0,0,Barra Funda
390000,495,85,2,2,1,1,1,0,0,0,Barra Funda
580000,525,58,2,2,1,1,0,0,1,0,Barra Funda
723000,460,100,3,3,1,2,1,0,1,0,Barra Funda
720000,750,100,3,3,1,2,1,0,1,0,Barra Funda
310000,0,34,1,2,1,1,1,1,1,0,Barra Funda
500000,380,69,2,2,1,1,1,0,1,0,Barra Funda
300000,180,34,2,2,1,1,1,0,0,0,Barra Funda
570000,480,70,2,2,1,1,1,0,1,0,Barra Funda
530000,350,69,2,2,1,1,1,0,1,0,Barra Funda
430000,580,58,2,2,1,1,1,0,0,0,Barra Funda
391000,470,67,2,2,1,1,1,0,1,0,Barra Funda
435000,400,67,2,2,1,1,1,0,1,1,Barra Funda
530000,840,93,3,2,1,2,1,0,1,0,Barra Funda
470000,460,64,3,2,1,2,1,0,0,0,Barra Funda
580000,650,68,2,2,1,1,1,0,1,0,Barra Funda
490000,0,62,2,2,1,1,1,0,1,0,Barra Funda
695000,720,76,3,2,1,2,1,1,1,0,Barra Funda
730000,0,100,3,3,1,2,1,0,0,0,Barra Funda
774000,800,100,3,3,1,2,1,0,1,0,Barra Funda
1290000,900,132,3,3,1,2,1,0,1,0,Barra Funda
751665,560,93,3,3,1,2,1,0,1,0,Barra Funda
550000,500,70,3,2,1,1,1,0,1,0,Barra Funda
642000,0,79,3,2,1,1,0,0,0,0,Barra Funda
580000,680,68,2,2,1,1,1,0,1,0,Barra Funda
940000,900,102,3,3,1,2,0,0,1,0,Barra Funda
525000,520,51,1,2,1,1,1,0,1,0,Barra Funda
418886,350,61,2,2,1,1,1,0,1,0,Barra Funda
323000,320,34,1,2,1,1,1,0,1,0,Bela Vista
323000,325,34,1,2,1,1,1,0,1,0,Bela Vista
340000,1300,50,1,2,1,1,1,1,1,0,Bela Vista
328000,350,40,1,2,1,1,1,0,1,0,Bela Vista
475000,532,40,1,2,1,1,1,0,1,0,Bela Vista
1900000,2570,191,3,3,1,1,0,0,0,0,Bela Vista
338000,380,37,1,2,1,1,1,0,1,0,Bela Vista
325000,642,50,1,2,1,1,1,0,0,0,Bela Vista
365000,250,36,1,2,1,2,1,0,1,0,Bela Vista
323000,320,34,1,2,1,1,1,0,1,0,Bela Vista
349000,375,36,1,2,1,1,1,0,1,0,Bela Vista
344000,0,38,1,2,1,1,1,0,1,0,Bela Vista
790000,1260,93,3,3,2,1,1,0,0,0,Bela Vista
550000,550,60,2,2,1,1,1,0,0,0,Bela Vista
2500000,1355,390,3,3,1,2,0,0,0,0,Bela Vista
513250,310,41,1,2,1,1,1,0,1,1,Bela Vista
320000,600,37,1,2,1,1,1,0,1,0,Bela Vista
575000,0,64,2,2,1,1,1,0,1,0,Bela Vista
385000,350,55,1,2,1,1,1,1,0,0,Bela Vista
440000,510,38,1,2,1,1,0,1,1,0,Bela Vista
270000,310,47,1,2,1,1,1,0,0,0,Bela Vista
349000,300,36,1,2,1,1,1,0,1,0,Bela Vista
900000,700,116,2,2,1,1,1,0,0,0,Bela Vista
990000,700,110,3,2,1,1,0,0,0,0,Bela Vista
850000,1500,120,2,2,1,1,1,0,0,0,Bela Vista
316000,0,37,1,2,1,1,1,0,1,0,Bela Vista
460000,790,72,2,2,1,1,1,0,0,0,Bela Vista
479000,570,58,2,2,1,1,1,0,1,0,Bom Retiro
400000,570,57,2,2,1,1,1,0,1,0,Bom Retiro
427000,400,57,2,2,1,1,1,1,1,0,Bom Retiro
750000,650,96,3,3,1,2,1,1,1,0,Bom Retiro
345000,480,52,2,2,1,1,0,1,1,0,Bom Retiro
380000,590,58,2,2,1,1,1,0,1,0,Bom Retiro
560000,600,70,3,2,1,1,1,1,1,0,Bom Retiro
241000,0,33,1,2,1,1,0,0,1,0,Bom Retiro
530000,656,132,3,2,1,1,0,0,0,0,Bom Retiro
300000,335,74,2,2,1,1,1,0,0,0,Bom Retiro
267000,280,30,1,2,1,1,1,0,1,0,Bom Retiro
424000,547,57,2,2,1,1,1,0,1,0,Bom Retiro
570000,610,68,3,2,1,1,1,0,1,0,Bom Retiro
430000,550,58,2,2,1,1,1,0,0,0,Bom Retiro
790000,720,97,3,3,1,2,1,1,1,0,Bom Retiro
630000,1500,176,3,2,1,1,0,0,0,0,Bom Retiro
218000,400,30,1,2,1,1,1,0,1,0,Bom Retiro
490000,700,150,4,3,1,1,1,1,0,0,Bom Retiro
466000,450,57,2,2,1,1,1,0,1,0,Bom Retiro
208191,300,36,1,2,1,1,1,0,1,0,Bom Retiro
400000,757,100,2,2,1,1,1,0,0,0,Bom Retiro
900000,820,96,2,3,2,2,1,0,1,0,Bom Retiro
330000,0,91,3,2,1,1,0,0,0,0,Bom Retiro
275000,0,80,2,2,1,1,0,0,0,0,Bom Retiro
450000,550,97,2,2,1,1,1,1,0,0,Bom Retiro
250000,0,30,1,2,1,1,0,0,1,0,Bom Retiro
450000,480,98,3,2,1,1,0,1,0,0,Bom Retiro
350000,400,88,2,2,1,1,0,0,0,0,Bom Retiro
360000,600,69,2,2,1,1,1,0,1,0,Bom Retiro
322000,360,55,2,2,1,1,1,0,1,0,Brás
179000,0,44,2,2,1,1,1,0,0,0,Brás
322000,308,55,2,2,1,1,1,0,1,0,Brás
385000,550,65,3,2,1,1,1,0,1,0,Brás
373000,450,57,2,2,1,1,1,0,1,0,Brás
399000,0,57,3,2,1,1,1,0,1,0,Brás
332000,350,60,2,2,1,2,1,0,1,0,Brás
350000,385,55,2,2,1,1,1,0,1,0,Brás
319500,0,49,2,2,1,1,1,0,1,0,Brás
250000,200,39,1,2,1,1,1,0,1,0,Brás
332000,320,51,2,2,1,1,1,0,1,0,Brás
293500,300,45,1,2,1,1,1,0,1,0,Brás
392362,0,57,2,2,1,1,1,0,1,0,Brás
322000,380,55,2,2,1,1,1,0,1,0,Brás
378360,470,62,2,2,1,1,1,0,1,0,Brás
327000,450,55,2,2,1,1,1,0,1,0,Brás
180000,250,45,2,2,1,1,1,0,0,1,Brás
354000,0,57,2,2,1,1,1,0,1,0,Brás
390000,500,70,2,2,1,1,1,0,1,0,Brás
375000,470,67,2,2,1,1,1,0,1,0,Brás
295000,350,45,1,2,1,1,1,0,1,0,Brás
194000,0,44,2,2,1,1,1,0,0,0,Brás
370000,280,57,2,2,1,1,1,0,1,0,Brás
182000,0,44,2,2,1,1,1,0,0,0,Brás
270000,283,50,2,2,1,1,1,0,0,0,Brás
679000,577,54,2,2,1,1,0,0,1,0,Consolação
930000,1063,90,3,2,1,1,0,0,0,0,Consolação
380000,528,48,2,2,1,2,1,0,0,0,Consolação
405000,689,35,1,2,1,1,1,0,1,0,Consolação
680000,680,48,1,2,1,1,1,0,1,0,Consolação
723998,0,67,2,2,1,1,0,0,1,0,Consolação
1900000,0,200,3,4,3,2,0,0,0,0,Consolação
315000,1137,42,1,2,1,1,1,1,1,0,Consolação
260865,330,32,1,2,1,1,1,0,0,0,Consolação
2200000,1582,235,3,3,1,1,1,0,0,0,Consolação
850000,820,85,2,2,1,1,0,1,0,0,Consolação
620000,0,55,2,2,1,1,1,0,1,0,Consolação
900000,639,60,2,2,1,2,1,0,1,1,Consolação
1450000,1400,130,3,4,1,2,0,0,1,0,Consolação
710000,450,55,2,2,1,1,1,0,1,0,Consolação
2600000,3200,213,4,2,1,3,1,0,0,0,Consolação
950000,1075,138,2,2,1,2,1,0,1,0,Consolação
460000,662,37,1,2,1,1,0,0,0,0,Consolação
750000,1400,108,2,2,1,1,1,0,0,0,Consolação
1250000,980,118,3,3,1,1,1,0,0,0,Consolação
430000,450,38,1,2,1,1,1,0,1,0,Consolação
400000,700,35,1,2,1,1,1,1,1,0,Consolação
486000,600,41,1,2,1,1,1,0,1,0,Consolação
390000,350,54,1,2,1,1,1,0,0,0,Consolação
265000,0,45,2,2,1,1,1,0,1,0,Liberdade
185000,250,38,2,2,1,1,1,0,1,0,Liberdade
450000,685,80,3,2,1,2,1,1,1,0,Liberdade
350000,400,46,2,2,1,1,1,0,1,0,Liberdade
315000,0,53,2,2,1,1,0,0,1,0,Liberdade
299000,400,45,2,2,1,1,0,0,1,0,Liberdade
265000,0,48,2,2,1,1,0,0,1,0,Liberdade
189001,190,37,2,2,1,1,1,0,1,0,Liberdade
189003,180,37,2,2,1,1,1,0,1,0,Liberdade
125000,320,32,1,2,1,1,1,0,0,0,Liberdade
165000,420,50,1,2,1,1,0,0,0,0,Liberdade
899000,700,75,2,2,1,1,1,1,0,0,Liberdade
199000,270,37,2,2,1,1,1,0,1,0,Liberdade
210000,200,34,1,2,1,1,1,0,1,0,Liberdade
500000,320,60,2,2,1,1,0,0,0,0,Liberdade
189002,180,37,2,2,1,1,1,0,1,0,Liberdade
200000,0,34,1,2,1,1,0,0,1,0,Liberdade
225000,250,37,1,2,1,1,1,0,1,0,Liberdade
635792,0,66,2,2,1,1,0,0,0,0,Liberdade
189000,220,37,2,2,1,1,1,0,1,0,Liberdade
213000,230,37,2,2,1,1,1,0,1,0,Liberdade
261000,0,45,2,2,1,1,1,0,1,0,Liberdade
450000,500,56,2,2,1,1,0,1,1,0,Pari
400000,380,55,2,2,1,1,0,0,1,0,Pari
380000,500,62,3,2,1,1,1,1,1,0,Pari
410000,450,61,3,2,1,1,1,0,1,0,Pari
680000,550,87,3,2,1,2,1,1,1,0,Pari
410000,380,56,2,2,1,1,1,0,1,0,Pari
530000,600,75,2,2,1,1,1,0,1,0,Pari
319000,0,65,3,2,1,1,1,0,1,1,Pari
356000,480,52,2,2,1,1,0,0,1,0,Pari
360000,380,53,2,2,1,1,1,0,1,0,Pari
342700,0,62,3,2,1,1,0,0,1,0,Pari
470000,520,66,2,2,1,1,0,0,0,0,Pari
620000,0,78,3,2,1,1,0,0,1,0,Pari
380000,620,55,2,2,1,1,0,0,1,0,Pari
380000,500,61,2,2,1,1,1,1,1,0,Pari
670000,550,83,2,2,1,2,1,0,1,0,Pari
370000,430,57,2,2,1,1,1,0,1,0,Pari
400000,380,53,2,2,1,1,0,0,1,0,Pari
600000,610,85,3,3,1,2,0,0,0,0,Pari
450000,500,61,3,2,1,1,1,0,1,0,Pari
898000,1500,135,4,4,2,2,1,0,1,0,Pari
430000,447,61,2,2,1,1,1,0,1,0,Pari
630000,610,85,2,3,2,2,0,0,0,0,Pari
907000,950,123,4,4,1,2,0,0,0,0,Pari
873000,950,123,3,4,1,2,0,0,0,0,Pari
898000,1500,135,3,4,3,2,1,0,1,0,Pari
350000,380,53,2,2,1,1,0,1,1,0,Pari
430000,450,62,3,2,1,1,0,0,1,0,Pari
690000,550,83,2,2,1,2,0,0,1,0,Pari
700000,1000,103,4,3,1,2,1,0,1,0,Pari
530000,600,75,2,2,1,1,0,0,0,0,Pari
700000,1000,103,3,3,1,2,1,0,1,0,Pari
475000,851,93,3,2,1,1,1,0,0,0,República
840000,1760,310,3,3,1,1,1,0,0,0,República
265000,598,44,1,2,1,1,0,0,0,0,República
297990,340,31,1,2,1,1,1,0,1,0,República
189998,330,35,1,2,1,1,0,0,0,0,República
1650000,1980,266,4,4,1,2,1,0,1,0,República
571258,0,39,1,2,1,1,1,0,1,0,República
2550000,1700,348,3,2,1,1,0,0,0,0,República
390000,300,40,1,2,1,1,1,1,1,0,República
650000,880,113,4,3,1,1,0,1,0,0,República
590000,900,120,2,2,1,1,0,0,0,0,República
320000,800,56,1,2,1,1,1,0,0,0,República
310000,359,47,1,2,1,1,0,0,0,0,República
385000,287,40,1,2,1,1,1,0,1,0,República
3550000,3320,400,2,4,1,1,1,0,1,0,República
605000,400,65,2,2,1,1,1,1,1,0,República
385000,287,40,1,2,1,1,1,0,1,0,República
472869,0,39,1,2,1,1,1,0,1,0,República
259700,290,38,1,2,1,1,1,0,0,0,República
250000,460,70,2,2,1,1,0,0,0,0,República
295000,221,45,1,2,1,1,1,0,0,0,República
426427,400,39,1,2,1,1,1,0,1,0,República
300000,300,56,1,2,1,1,1,0,0,0,Santa Cecília
447000,500,59,2,2,1,1,1,0,1,0,Santa Cecília
2790000,2950,200,3,6,3,3,0,1,0,0,Santa Cecília
1100000,1300,140,3,2,1,1,0,0,0,0,Santa Cecília
1260000,1340,103,3,2,1,2,1,0,1,0,Santa Cecília
700000,740,80,2,2,1,1,0,0,0,0,Santa Cecília
350000,500,56,1,2,1,1,1,0,0,0,Santa Cecília
251000,360,51,1,2,1,1,1,1,0,0,Santa Cecília
595000,650,68,2,2,1,1,1,0,1,0,Santa Cecília
880000,1700,128,3,3,2,1,0,0,0,0,Santa Cecília
760000,1420,70,2,2,1,1,0,1,0,0,Santa Cecília
760000,1045,62,2,2,1,1,0,0,0,0,Santa Cecília
400000,450,60,2,2,1,1,0,0,0,0,Santa Cecília
510000,650,85,2,2,1,1,0,0,0,0,Santa Cecília
700000,840,97,2,2,1,1,1,0,0,0,Santa Cecília
1476000,2500,220,3,3,1,1,0,0,0,0,Santa Cecília
